"Type","Consumed","ShortType","Vintage","Color","Category","Varietal","Country"
"Red","20.5.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","20.5.2019","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","19.5.2019","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"White - Sparkling","18.5.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","17.5.2019","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","11.5.2019","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","5.5.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","4.5.2019","Drank","2010","Red","Dry","Corvina","Italy"
"Red","4.5.2019","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","3.5.2019","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","30.4.2019","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","26.4.2019","Drank","2012","Red","Dry","Sangiovese","Italy"
"White","22.4.2019","Drank","2017","White","Dry","White Rhone Blend","France"
"Red","21.4.2019","Drank","2015","Red","Dry","Cabernet Sauvignon","Italy"
"Red","20.4.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","14.4.2019","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"Red","13.4.2019","Drank","2012","Red","Dry","Tempranillo","Spain"
"Red","6.4.2019","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","5.4.2019","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red","30.3.2019","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"White","30.3.2019","Drank","2016","White","Dry","Carricante","Italy"
"Red","29.3.2019","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","23.3.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","22.3.2019","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","17.3.2019","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","16.3.2019","Drank","2012","Red","Dry","Corvina Blend","Italy"
"White","15.3.2019","Drank","2015","White","Dry","Chardonnay","France"
"Red","9.3.2019","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","8.3.2019","Drank","2010","Red","Dry","Nerello Mascalese","Italy"
"Red","3.3.2019","Drank","2016","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","2.3.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","2.3.2019","Drank","2012","Red","Dry","Sangiovese","Italy"
"White","10.2.2019","Drank","2016","White","Dry","Chardonnay","France"
"Red","9.2.2019","Drank","2011","Red","Dry","Corvina","Italy"
"White - Sparkling","8.2.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","8.2.2019","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","2.2.2019","Drank","2014","Red","Dry","Grenache Blend","Spain"
"Red","1.2.2019","Drank","2014","Red","Dry","Nebbiolo","Italy"
"White","27.1.2019","Drank","2017","White","Dry","Sauvignon","Italy"
"Red","25.1.2019","Drank","2012","Red","Dry","SuperTuscan Blend","Italy"
"Red","19.1.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","12.1.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","12.1.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","12.1.2019","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","11.1.2019","Drank","2012","Red","Dry","Sangiovese","Italy"
"White - Sweet/Dessert","5.1.2019","Drank","2009","White","Sweet/Dessert","Nasco","Italy"
"Red","3.1.2019","Drank","2014","Red","Dry","Zinfandel","USA"
"White - Sparkling","29.12.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","29.12.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","28.12.2018","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","26.12.2018","Drank","2010","Red","Dry","Tempranillo Blend","Spain"
"White - Sparkling","24.12.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","24.12.2018","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","23.12.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"White - Sparkling","22.12.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","22.12.2018","Drank","2013","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","21.12.2018","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","19.12.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","16.12.2018","Drank","2009","Red","Dry","Tempranillo Blend","Spain"
"Red","14.12.2018","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","13.12.2018","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","12.12.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","12.12.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"White","10.12.2018","Drank","2016","White","Dry","Carricante","Italy"
"Red","9.12.2018","Drank","2014","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","8.12.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","8.12.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","8.12.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","6.12.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","6.12.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","5.12.2018","Drank","2013","Red","Dry","Sp�tburgunder","Germany"
"White - Sparkling","2.12.2018","Gifted","1001","White","Sparkling","Champagne Blend","France"
"Red","1.12.2018","Drank","2013","Red","Dry","Corvina Blend","Italy"
"Red","30.11.2018","Drank","2015","Red","Dry","Zinfandel","USA"
"Red","29.11.2018","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","27.11.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Ros�","26.11.2018","Drank","2017","Ros�","Dry","Ros� Blend","France"
"Red","25.11.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","18.11.2018","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red - Sparkling","17.11.2018","Drank","2017","Red","Sparkling","Brachetto","Italy"
"Red","17.11.2018","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","16.11.2018","Drank","2016","Red","Dry","Red Bordeaux Blend","Italy"
"Red","15.11.2018","Drank","2016","Red","Dry","Primitivo","Italy"
"Red","15.11.2018","Drank","2016","Red","Dry","Primitivo","Italy"
"Red","15.11.2018","Drank","2016","Red","Dry","Primitivo","Italy"
"Red","12.11.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","11.11.2018","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","10.11.2018","Drank","2010","Red","Dry","Corvina","Italy"
"White - Sweet/Dessert","9.11.2018","Drank","2013","White","Sweet/Dessert","White Blend","Austria"
"Red","9.11.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","8.11.2018","Drank","2015","Red","Dry","Malbec Blend","Argentina"
"Red","7.11.2018","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"White","4.11.2018","Drank","2016","White","Dry","Chardonnay","France"
"Red","31.10.2018","Drank","2015","Red","Dry","Nerello Blend","Italy"
"Red","29.10.2018","Drank","2015","Red","Dry","Pinot Noir","Chile"
"Red","27.10.2018","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","26.10.2018","Drank","2016","Red","Dry","Grenache","France"
"Red","23.10.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","22.10.2018","Drank","2016","Red","Dry","Red Bordeaux Blend","France"
"Red","21.10.2018","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","20.10.2018","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","15.10.2018","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"Red","14.10.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","13.10.2018","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Ros� - Sparkling","13.10.2018","Drank","1001","Ros�","Sparkling","Champagne Blend","Italy"
"Ros� - Sparkling","12.10.2018","Drank","1001","Ros�","Sparkling","Champagne Blend","Italy"
"Red","12.10.2018","Drank","2003","Red","Dry","Tempranillo Blend","Spain"
"Red","10.10.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","10.10.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","10.10.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","10.10.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","10.10.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","10.10.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","10.10.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","10.10.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","10.10.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","10.10.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","10.10.2018","Drank","2016","Red","Dry","Nerello Mascalese","Italy"
"Red","10.10.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","6.10.2018","Drank","2012","Red","Dry","Tempranillo","Spain"
"Red","5.10.2018","Drank","2011","Red","Dry","Red Bordeaux Blend","France"
"Red","4.10.2018","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"White","1.10.2018","Drank","2016","White","Dry","Carricante","Italy"
"Red","30.9.2018","Drank","2014","Red","Dry","Corvina Blend","Italy"
"Red","28.9.2018","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","26.9.2018","Drank","2016","Red","Dry","Sangiovese","Italy"
"Red","25.9.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Ros� - Sparkling","21.9.2018","Drank","1001","Ros�","Sparkling","Champagne Blend","France"
"Red","21.9.2018","Drank","2009","Red","Dry","Sangiovese","Italy"
"White","16.9.2018","Drank","2017","White","Dry","Vermentino","Italy"
"Red","15.9.2018","Drank","2011","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","14.9.2018","Drank","2016","Red","Dry","Sangiovese Blend","Italy"
"Red","10.9.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","8.9.2018","Drank","2014","Red","Dry","Pinot Noir","Germany"
"White","8.9.2018","Cooking","2017","White","Dry","Pinot Grigio","Italy"
"Red","7.9.2018","Drank","2014","Red","Dry","Merlot","Italy"
"White - Sparkling","7.9.2018","Drank","2015","White","Sparkling","Moscato","Italy"
"Red","4.9.2018","Drank","2016","Red","Dry","Sangiovese Blend","Italy"
"Red","3.9.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","3.9.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","2.9.2018","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","1.9.2018","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"White","31.8.2018","Drank","2017","White","Dry","Riesling","Germany"
"White","31.8.2018","Drank","2017","White","Dry","Riesling","Germany"
"Red","28.8.2018","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","26.8.2018","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","25.8.2018","Drank","2011","Red","Dry","Corvina","Italy"
"Red","24.8.2018","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","23.8.2018","Drank","2016","Red","Dry","Nero d'Avola","Italy"
"Red","21.8.2018","Drank","2009","Red","Dry","Red Bordeaux Blend","France"
"Red","18.8.2018","Drank","2015","Red","Dry","Nerello Mascalese","Italy"
"Red","17.8.2018","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","15.8.2018","Drank","2016","Red","Dry","Sangiovese Blend","Italy"
"Red","13.8.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","11.8.2018","Drank","2015","Red","Dry","Malbec Blend","Argentina"
"Red","10.8.2018","Drank","2012","Red","Dry","Red Bordeaux Blend","Italy"
"Red","7.8.2018","Drank","2015","Red","Dry","Pinot Nero","Italy"
"Red","6.8.2018","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","5.8.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","4.8.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","2.8.2018","Drank","2014","Red","Dry","Red Bordeaux Blend","South Africa"
"White - Sparkling","2.8.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","27.7.2018","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","26.7.2018","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","25.7.2018","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Ros�","24.7.2018","Drank","2016","Ros�","Dry","Grenache Blend","France"
"White","22.7.2018","Drank","2016","White","Dry","Friulano","Italy"
"Red","7.7.2018","Drank","2014","Red","Dry","Mourv�dre Blend","France"
"Red","5.7.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"White","3.7.2018","Drank","2016","White","Dry","Carricante","Italy"
"Red","2.7.2018","Drank","2015","Red","Dry","Tempranillo Blend","Spain"
"Red","1.7.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","30.6.2018","Drank","2011","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","29.6.2018","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","27.6.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"White","26.6.2018","Drank","2017","White","Dry","Riesling","Germany"
"Red","24.6.2018","Drank","2013","Red","Dry","Tempranillo","Spain"
"Red","23.6.2018","Drank","2014","Red","Dry","Zinfandel","USA"
"Red","22.6.2018","Drank","2011","Red","Dry","Corvina","Italy"
"White","21.6.2018","Drank","2014","White","Dry","Sauvignon Blanc","New Zealand"
"White","19.6.2018","Drank","2015","White","Dry","Chardonnay","France"
"Red","17.6.2018","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","15.6.2018","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"Red","13.6.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","12.6.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","12.6.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","12.6.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","10.6.2018","Drank","2014","Red","Dry","Pinot Noir","Argentina"
"Red","9.6.2018","Drank","2011","Red","Dry","Corvina","Italy"
"Red","7.6.2018","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","3.6.2018","Drank","2014","Red","Dry","Grenache Blend","Spain"
"White - Sparkling","2.6.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","2.6.2018","Drank","2007","Red","Dry","Nebbiolo","Italy"
"Red","1.6.2018","Drank","2014","Red","Dry","Zinfandel","USA"
"Red","29.5.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","29.5.2018","Drank","2012","Red","Dry","Tempranillo Blend","Spain"
"Red","27.5.2018","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","25.5.2018","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","23.5.2018","Drank","2015","Red","Dry","Nerello Blend","Italy"
"White","21.5.2018","Drank","2016","White","Dry","Sauvignon","Italy"
"White - Sparkling","20.5.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","20.5.2018","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","20.5.2018","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Ros�","15.5.2018","Drank","2016","Ros�","Dry","Nerello Mascalese","Italy"
"Red","14.5.2018","Drank","2013","Red","Dry","Red Rhone Blend","France"
"Red","13.5.2018","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","12.5.2018","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","10.5.2018","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"Red","9.5.2018","Drank","2012","Red","Dry","Tempranillo","Spain"
"Red","8.5.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"White","7.5.2018","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","5.5.2018","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","3.5.2018","Drank","2008","Red","Dry","Tempranillo Blend","Spain"
"Red","2.5.2018","Drank","2015","Red","Dry","Nerello Mascalese","Italy"
"Red","30.4.2018","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","29.4.2018","Drank","2010","Red","Dry","Tempranillo Blend","Spain"
"Red","27.4.2018","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"Red","25.4.2018","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","24.4.2018","Drank","2014","Red","Dry","Grenache Blend","Spain"
"Red","20.4.2018","Drank","2014","Red","Dry","Merlot","Italy"
"Red","18.4.2018","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","17.4.2018","Drank","2016","Red","Dry","Malbec","Argentina"
"White","16.4.2018","Drank","2016","White","Dry","Carricante","Italy"
"Red","15.4.2018","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","14.4.2018","Gifted","2013","Red","Dry","Red Bordeaux Blend","Italy"
"Red","13.4.2018","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","12.4.2018","Drank","2015","Red","Dry","Nerello Mascalese","Italy"
"Red","10.4.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","8.4.2018","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","7.4.2018","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","5.4.2018","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"White","4.4.2018","Drank","2014","White","Dry","Gr�ner Veltliner","Austria"
"Red","2.4.2018","Drank","2009","Red","Dry","Tempranillo","Spain"
"Red","29.3.2018","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"Red","25.3.2018","Drank","2015","Red","Dry","Sangiovese","Italy"
"Red","23.3.2018","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","21.3.2018","Drank","2015","Red","Dry","Nerello Mascalese","Italy"
"White","19.3.2018","Drank","2016","White","Dry","Carricante","Italy"
"Red","18.3.2018","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","16.3.2018","Drank","2015","Red","Dry","Pinot Nero","Italy"
"Red","13.3.2018","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"White","12.3.2018","Drank","2015","White","Dry","Chardonnay","France"
"Red","11.3.2018","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","9.3.2018","Drank","2014","Red","Dry","Red Blend","South Africa"
"Red","5.3.2018","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","3.3.2018","Drank","2011","Red","Dry","Tempranillo Blend","Spain"
"Red","1.3.2018","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","28.2.2018","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","25.2.2018","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","24.2.2018","Drank","2010","Red","Dry","Corvina","Italy"
"Red - Sparkling","23.2.2018","Drank","2017","Red","Sparkling","Brachetto","Italy"
"Red","22.2.2018","Drank","2015","Red","Dry","Malbec Blend","Argentina"
"Red","19.2.2018","Drank","2012","Red","Dry","Red Bordeaux Blend","Italy"
"White","18.2.2018","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","17.2.2018","Drank","2015","Red","Dry","Blauburgunder","Italy"
"Ros�","15.2.2018","Drank","2016","Ros�","Dry","Sangiovese Blend","Italy"
"Red","13.2.2018","Drank","2016","Red","Dry","Nerello Blend","Italy"
"Red","12.2.2018","Drank","2013","Red","Dry","Carm�n�re","Chile"
"Red","10.2.2018","Drank","2013","Red","Dry","Red Bordeaux Blend","Italy"
"Red","9.2.2018","Drank","2011","Red","Dry","Tempranillo","Spain"
"Red","6.2.2018","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","21.1.2018","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","20.1.2018","Drank","2014","Red","Dry","Cabernet Sauvignon","Italy"
"Red","19.1.2018","Drank","2015","Red","Dry","Nerello Blend","Italy"
"Red","18.1.2018","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","16.1.2018","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"Red","14.1.2018","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","13.1.2018","Drank","2014","Red","Dry","Malbec Blend","Argentina"
"Red","12.1.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","11.1.2018","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","9.1.2018","Drank","2014","Red","Dry","Nerello Blend","Italy"
"White","8.1.2018","Drank","2016","White","Dry","Garganega","Italy"
"Red","6.1.2018","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","5.1.2018","Drank","2013","Red","Dry","Zinfandel","USA"
"Red","3.1.2018","Drank","2010","Red","Dry","Sangiovese","Italy"
"Red","1.1.2018","Drank","2016","Red","Dry","Malbec","Argentina"
"Red","31.12.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","31.12.2017","Drank","2015","Red","Dry","Pinot Noir","Chile"
"Red","29.12.2017","Drank","2014","Red","Dry","Grenache Blend","France"
"Red","28.12.2017","Drank","2014","Red","Dry","Merlot","Italy"
"Red","26.12.2017","Drank","2007","Red","Dry","Nebbiolo","Italy"
"Red","25.12.2017","Drank","2009","Red","Dry","Tempranillo Blend","Spain"
"White - Sweet/Dessert","24.12.2017","Drank","2014","White","Sweet/Dessert","Torront�s","Argentina"
"Red","24.12.2017","Drank","2011","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","24.12.2017","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","23.12.2017","Drank","2013","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","23.12.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","22.12.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","19.12.2017","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","18.12.2017","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","16.12.2017","Drank","2015","Red","Dry","Pinot Nero","Italy"
"Red","15.12.2017","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","11.12.2017","Drank","2013","Red","Dry","Red Rhone Blend","France"
"White","10.12.2017","Drank","2016","White","Dry","Pinot Grigio","Italy"
"Red","10.12.2017","Drank","2014","Red","Dry","SuperTuscan Blend","Italy"
"Red","9.12.2017","Drank","2013","Red","Dry","Syrah","France"
"Red","8.12.2017","Drank","2014","Red","Dry","Merlot","Italy"
"Red","6.12.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","2.12.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","1.12.2017","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","30.11.2017","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","26.11.2017","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Red","25.11.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","21.11.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","19.11.2017","Drank","2014","Red","Dry","Malbec Blend","Argentina"
"Red","18.11.2017","Drank","2013","Red","Dry","Primitivo","Italy"
"White","15.11.2017","Drank","2015","White","Dry","Chardonnay","France"
"Red","13.11.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","11.11.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","8.11.2017","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","6.11.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","4.11.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","31.10.2017","Drank","2015","Red","Dry","Sangiovese","Italy"
"White - Fortified","29.10.2017","Drank","1001","White","Fortified","Pedro Xim�nez","Spain"
"Red","28.10.2017","Drank","2013","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","27.10.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","27.10.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","24.10.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","23.10.2017","Drank","2014","Red","Dry","Sangiovese Blend","Italy"
"Red","21.10.2017","Drank","2009","Red","Dry","Red Bordeaux Blend","France"
"Red","16.10.2017","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red","15.10.2017","Drank","2010","Red","Dry","Sangiovese","Italy"
"White - Sparkling","14.10.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","14.10.2017","Drank","2013","Red","Dry","Pinot Noir","France"
"Ros�","10.10.2017","Drank","2016","Ros�","Dry","Ros� Blend","France"
"Red","8.10.2017","Drank","2011","Red","Dry","Red Blend","Argentina"
"Red","7.10.2017","Drank","2012","Red","Dry","Tempranillo","Spain"
"Red","6.10.2017","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","1.10.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"White","29.9.2017","Drank","2012","White","Dry","White Blend","Croatia"
"Red","27.9.2017","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","23.9.2017","Drank","2010","Red","Dry","Corvina","Italy"
"White - Sparkling","22.9.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","22.9.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","21.9.2017","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","15.9.2017","Drank","2011","Red","Dry","Sangiovese","Italy"
"Red","14.9.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","13.9.2017","Drank","2011","Red","Dry","Tempranillo","Spain"
"Red","12.9.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","10.9.2017","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red","9.9.2017","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","8.9.2017","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","7.9.2017","Drank","2011","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","3.9.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","2.9.2017","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","24.8.2017","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","21.8.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","20.8.2017","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","19.8.2017","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red - Sparkling","18.8.2017","Drank","2016","Red","Sparkling","Brachetto","Italy"
"Red","18.8.2017","Drank","2009","Red","Dry","Sangiovese","Italy"
"White","16.8.2017","Drank","2014","White","Dry","Chardonnay","France"
"Red","11.8.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","9.8.2017","Drank","2014","Red","Dry","Malbec Blend","Argentina"
"Red","7.8.2017","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","5.8.2017","Drank","2013","Red","Dry","Zinfandel","USA"
"Red","4.8.2017","Drank","2014","Red","Dry","Grenache Blend","France"
"Red","3.8.2017","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","1.8.2017","Drank","2009","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","31.7.2017","Drank","2010","White","Sparkling","Chardonnay Blend","Italy"
"Red","30.7.2017","Drank","2015","Red","Dry","Grenache","France"
"White","27.7.2017","Drank","2015","White","Dry","Chardonnay","Australia"
